Código CCN,Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Número de camas instaladas,Tipo de Centro,Dependencia Funcional,Observaciones,Concierto,Acreditación Docente
1106000795,060129,HOSPITAL DE MERIDA,Extremadura,Badajoz,Mérida,AVENIDA DON ANTONIO CAMPOS HOYOS 26,06800,924381000,331,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1106000796,060135,CENTRO SOCIOSANITARIO DE MERIDA,Extremadura,Badajoz,Mérida,CARRETERA VALVERDE 0,06800,924388081,280,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1106000798,060172,HOSPITAL QUIRONSALUD CLIDEBA,Extremadura,Badajoz,Badajoz,CALLE ELADIO SALINERO DE LOS SANTOS 6,06011,924229050,76,Hospitales Generales,Privados,,Concierto parcial,NO
1106000801,060208,HOSPITAL DE ZAFRA,Extremadura,Badajoz,Zafra,CARRETERA BADAJOZ GRANADA 0,06300,924029200,91,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1106000803,060220,HOSPITAL PERPETUO SOCORRO,Extremadura,Badajoz,Badajoz,AVENIDA DAMIAN TELLEZ LAFUENTE 0,06010,924215060,248,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1106000804,060231,HOSPITAL SIBERIA-SERENA,Extremadura,Badajoz,Talarrubias,CARRETERA TALARRUBIAS-AGUDO   KM 2 0,06640,924648100,43,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1106000805,060242,HOSPITAL TIERRA DE BARROS,Extremadura,Badajoz,Almendralejo,CARRETERA NACIONAL 630 0,06200,924699200,44,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1106001097,060286,HOSPITAL RIBERA BADAJOZ,Extremadura,Badajoz,Badajoz,CALLE FEDERICO MAYOR ZARAGOZA 0,06006,609009709,20,Hospitales Generales,Privados,,Sin concierto,NO
1106001192,060275,CASAVERDE CENTRO DE REHABILITACION NEUROLOGICO DE EXTREMADURA S.L.,Extremadura,Badajoz,Mérida,AVENIDA ADOLFO SUAREZ 56,06800,924380330,100,Hospitales especializados,Privados,,Sin concierto,NO
1110000306,100015,HOSPITAL SAN PEDRO DE ALCANTARA,Extremadura,Cáceres,Cáceres,AVENIDA PABLO NARANJO PORRAS 0,10005,927256211,308,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1110000563,100041,HOSPITAL CIUDAD DE CORIA,Extremadura,Cáceres,Coria,CALLE CERVANTES 75,10800,927149200,103,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1110000572,100054,HOSPITAL CAMPO ARAÑUELO,Extremadura,Cáceres,Navalmoral de la Mata,CALLE TOMAS YUSTE MIRON 0,10300,927548900,101,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1110000692,100067,HOSPITAL VIRGEN DEL PUERTO,Extremadura,Cáceres,Plasencia,FINCA VALCORCHERO 2,10600,927428328,242,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1110000693,100073,CENTRO SOCIOSANITARIO DE PLASENCIA,Extremadura,Cáceres,Plasencia,CARRETERA CACERES 0,10600,927413100,330,Hospitales de media y larga estancia,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,,Sin concierto,SI
1110000695,100092,HOSPITAL QUIRONSALUD CACERES,Extremadura,Cáceres,Cáceres,AVENIDA DE LA UNIVERSIDAD 5,10004,927181360,25,Hospitales Generales,Privados,,Concierto parcial,NO
1110000696,100106,CLINICA SOQUIMEX,Extremadura,Cáceres,Plasencia,AVENIDA LA SALLE 22,10600,646542774,20,Hospitales Generales,Privados,,Sin concierto,NO
1110000697,100113,HOSPITAL PARQUE SAN FRANCISCO,Extremadura,Cáceres,Cáceres,RONDA DE SAN FRANCISCO 0,10005,927012200,36,Hospitales Generales,Privados,,Sin concierto,NO
1110001384,100115,HOSPITAL UNIVERSITARIO DE CACERES,Extremadura,Cáceres,Cáceres,AVENIDA DE LA UNIVERSIDAD 75,10004,927256364,230,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1215000169,150308,HESTIA LA ROBLEDA,Galicia,A Coruña,"Pino, O",LUGAR SANTISO S/N,15821,981585811,96,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
1215000172,150011,COMPLEXO HOSPITALARIO UNIVERSITARIO A CORUÑA,Galicia,A Coruña,"Coruña, A",LUGAR JUBIAS DE ARRIBA 84,15006,981178000,1365,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1215000173,150050,CENTRO ONCOLOXICO DE GALICIA,Galicia,A Coruña,"Coruña, A",CALLE DOCTOR CAMILO VEIRAS 1,15009,981287499,56,Hospitales especializados,Privados,,Concierto sustitutorio,NO
1215000174,150063,HOSPITAL QUIRONSALUD A CORUÑA,Galicia,A Coruña,"Coruña, A",CALLE LONDRES 2,15009,981219800,127,Hospitales Generales,Privados,,Sin concierto,NO
1215000175,150079,HOSPITAL SAN RAFAEL,Galicia,A Coruña,"Coruña, A",LUGAR JUBIAS DE ARRIBA 82,15006,981179000,120,Hospitales Generales,Privados,,Concierto parcial,NO
1215000176,150354,HM MODELO-BELEN,Galicia,A Coruña,"Coruña, A",CALLE VIRREY OSORIO 30,15011,981147300,146,Hospitales Generales,Privados,,Concierto parcial,NO
1215000177,150130,COMPLEXO HOSPITALARIO UNIVERSITARIO DE FERROL,Galicia,A Coruña,Ferrol,AVENIDA RESIDENCIA S/N,15405,981334000,469,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1215000178,150177,HOSPITAL RIBERA JUAN CARDONA,Galicia,A Coruña,Ferrol,CALLE PARDO BAZAN S/N,15406,981312500,150,Hospitales Generales,Privados,,Concierto parcial,NO
1215000179,150200,COMPLEXO HOSPITALARIO UNIVERSITARIO DE SANTIAGO,Galicia,A Coruña,Santiago de Compostela,CALLE CHOUPANA (DA) S/N,15706,981950000,1511,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1215000181,150365,HOSPITAL HM ROSALEDA-HM LA ESPERANZA,Galicia,A Coruña,Santiago de Compostela,CALLE SANTIAGO LEON DE CARACAS (DE) 1,15701,981551200;981551225,119,Hospitales Generales,Privados,,Concierto parcial,NO
1215000182,150336,HOSPITAL PUBLICO DA BARBANZA,Galicia,A Coruña,Ribeira,LUGAR SALMON S/N,15993,981835985,82,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1215000183,150341,HOSPITAL PUBLICO VIRXE DA XUNQUEIRA,Galicia,A Coruña,Cee,PASEO ALCALDE PEPE SANCHEZ 7,15270,981706010,74,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1227000093,270018,COMPLEXO HOSPITALARIO UNIVERSITARIO DE LUGO,Galicia,Lugo,Lugo,CALLE ULISES ROMERO 1,27003,982296000,817,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1227000094,270095,HOSPITAL PUBLICO DA MARIÑA,Galicia,Lugo,Burela,CALLE MEDICO VIOR S/N,27880,982589901,156,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1227000095,270109,HOSPITAL PUBLICO DE MONFORTE,Galicia,Lugo,Monforte de Lemos,CALLE CORREDOIRA S/N,27400,982417900,140,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1227000096,270057,HOSPITAL RIBERA POLUSA,Galicia,Lugo,Lugo,CALLE DOUTOR IGLESIAS OTERO S/N,27004,982222854,97,Hospitales Generales,Privados,,Sin concierto,NO
1227000097,270076,HOSPITAL QUIRON SALUD LUGO,Galicia,Lugo,Lugo,CALLE MONTEVIDEO 23,27001,982284040,69,Hospitales Generales,Privados,,Sin concierto,NO
1232000111,320013,COMPLEXO HOSPITALARIO UNIVERSITARIO DE OURENSE,Galicia,Ourense,Ourense,CALLE RAMON PUGA 52,32005,988385500,859,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1232000112,320126,HOSPITAL PUBLICO DE VALDEORRAS,Galicia,Ourense,"Barco de Valdeorras, O",AVENIDA CONDE DE FENOSA 50,32300,988339000,100,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1232000113,320150,HOSPITAL PUBLICO DE VERIN,Galicia,Ourense,Verín,CARRETERA LAZA (DE) S/N,32600,988413636,98,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1232000114,320087,CENTRO MEDICO EL CARMEN,Galicia,Ourense,Ourense,AVENIDA HABANA (DE LA) 50,32003,988223400,43,Hospitales Generales,Privados,,Sin concierto,NO
1232000115,320163,CLINICA SANTA TERESA,Galicia,Ourense,Ourense,CALLE SAENZ DIEZ 11,32003,988371710,49,Hospitales Generales,Privados,,Sin concierto,NO
1236000115,360182,HOSPITAL RIBERA POVISA,Galicia,Pontevedra,Vigo,CALLE SALAMANCA 5,36211,986413144,573,Hospitales Generales,Privados,,Concierto sustitutorio,SI
1236000116,360340,COMPLEXO HOSPITALARIO UNIVERSITARIO DE PONTEVEDRA,Galicia,Pontevedra,Pontevedra,CALLE MOURENTE S/N,36071,986800000,584,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1236000117,360059,GRUPO QUIRONSALUD PONTEVEDRA,Galicia,Pontevedra,Pontevedra,CALLE FRAY JUAN NAVARRETE 9,36001,986856800,127,Hospitales Generales,Privados,,Sin concierto,NO
1236000120,360209,VITHAS HOSPITAL NOSA SEÑORA DE FATIMA,Galicia,Pontevedra,Vigo,CALLE VIA NORTE 48,36206,986821100;986901913,200,Hospitales Generales,Privados,,Concierto parcial,NO
1236000122,360268,HESTIA SAN JOSE,Galicia,Pontevedra,Vigo,CALLE TOMAS A ALONSO 89,36208,986235606,48,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
1236000123,360255,CENTRO MEDICO PINTADO,Galicia,Pontevedra,Vigo,AVENIDA HISPANIDADE 40,36203,986413300,12,Hospitales Generales,Privados,,Sin concierto,NO
1236000124,360160,"FREMAP, HOSPITAL DE VIGO",Galicia,Pontevedra,Vigo,CALLE FELICIANO ROLAN 12,36203,986413033,17,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,NO
1236000125,360274,CLINICA RESIDENCIA EL PINAR,Galicia,Pontevedra,Vigo,CARRETERA VELLA MADRID 120,36214,986266400,84,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),NO
1236000126,360216,CONCHEIRO CENTRO MEDICO QUIRURGICO,Galicia,Pontevedra,Vigo,AVENIDA MADRID 4,36204,986413244,40,Hospitales Generales,Privados,,Sin concierto,NO
1236000127,360353,HOSPITAL PUBLICO DO SALNES,Galicia,Pontevedra,Vilagarcía de Arousa,CALLE HOSPITAL DO SALNES 30,36619,986568000,131,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1236000128,360368,COMPLEXO HOSPITALARIO UNIVERSITARIO DE VIGO,Galicia,Pontevedra,Vigo,CARRETERA CLARA CAMPOAMOR 341,36312,986811111,1261,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000001,280856,FREMAP HOSPITAL MAJADAHONDA,Madrid,Madrid,Majadahonda,CARRETERA M-515 (POZUELO) 61,28220,917461540,116,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,SI
1328000004,280783,CENTRO SAN JUAN DE DIOS CIEMPOZUELOS,Madrid,Madrid,Ciempozuelos,AVENIDA DE SAN JUAN DE DIOS 1,28350,918930001,434,Otros Centros con Internamiento,Privados,,Concierto parcial,SI
1328000006,280549,HOSPITAL FUENSANTA,Madrid,Madrid,Madrid,CALLE DE ARTURO SORIA 17,28027,914079295,20,Hospitales Generales,Privados,,Concierto parcial,SI
1328000007,280534,"CLINICA LA LUZ, S.L.",Madrid,Madrid,Madrid,CALLE DEL MAESTRO ANGEL LLORCA 8,28003,915530500,142,Hospitales Generales,Privados,,Concierto parcial,NO
1328000008,280604,HOSPITAL UNIVERSITARIO LA ZARZUELA,Madrid,Madrid,Madrid,CALLE DE PLEYADES 25,28023,915858000,116,Hospitales Generales,Privados,,Sin concierto,SI
1328000009,280421,HOSPITAL UNIVERSITARIO FUNDACION JIMENEZ DIAZ,Madrid,Madrid,Madrid,AVENIDA DE LOS REYES CATOLICOS 2,28040,915504800,651,Hospitales Generales,Privados,,Concierto sustitutorio,SI
1328000010,280474,HOSPITAL NUESTRA SEÑORA DE AMERICA,Madrid,Madrid,Madrid,CALLE DE ARTURO SORIA 103-105-107,28043,914130061,100,Hospitales Generales,Privados,,Sin concierto,NO
1328000011,280626,HOSPITAL HM NUEVO BELEN,Madrid,Madrid,Madrid,CALLE DE JOSE SILVA 7,28043,917444100,56,Hospitales especializados,Privados,,Sin concierto,SI
1328000013,280552,HOSPITAL RUBER JUAN BRAVO,Madrid,Madrid,Madrid,CALLE DE JUAN BRAVO 49,28006,914026100,146,Hospitales Generales,Privados,,Sin concierto,NO
1328000014,280468,HOSPITAL SAN CAMILO,Madrid,Madrid,Madrid,CALLE DE JUAN BRAVO 39,28006,914022100,80,Hospitales Generales,Privados,,Sin concierto,NO
1328000015,280376,"HOSPITAL VIAMED SANTA ELENA, S.L",Madrid,Madrid,Madrid,CALLE DE LA GRANJA 8,28003,914539400,70,Otros Centros con Internamiento,Privados,,Concierto parcial,SI
1328000016,280164,HOSPITAL CARLOS III,Madrid,Madrid,Madrid,CALLE DE SINESIO DELGADO 8-10,28029,914532500,90,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1328000017,280035,HOSPITAL UNIVERSITARIO 12 DE OCTUBRE,Madrid,Madrid,Madrid,AVENIDA DE CORDOBA S/N,28041,913908000,1161,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
1328000018,280360,HOSPITAL BEATA MARIA ANA,Madrid,Madrid,Madrid,CALLE DOCTOR ESQUERDO 83,28007,914097423,163,Hospitales Generales,Privados,,Concierto parcial,NO
1328000019,280210,HOSPITAL DE CANTOBLANCO,Madrid,Madrid,Madrid,"CARRETERA DE COLMENAR VIEJO K.14,500",28049,915867575,131,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1328000020,280148,"HOSPITAL CENTRAL DE LA CRUZ ROJA, SAN JOSE Y SANTA ADELA",Madrid,Madrid,Madrid,AVENIDA DE LA REINA VICTORIA 22-26,28003,914538300,156,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
1328000021,280920,HOSPITAL EL ESCORIAL,Madrid,Madrid,San Lorenzo de El Escorial,"CARRETERA DE GUADARRAMA 6,255",28200,918973000,92,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000022,280761,HOSPITAL DE LA FUENFRIA,Madrid,Madrid,Cercedilla,CARRETERA DE DEHESAS S/N,28470,918520300,192,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
1328000023,280127,HOSPITAL UNIVERSITARIO DE LA PRINCESA,Madrid,Madrid,Madrid,CALLE DE DIEGO DE LEON 62,28006,915202200,524,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
1328000024,280344,HOSPITAL DE LA V.O.T. DE SAN FRANCISCO DE ASIS,Madrid,Madrid,Madrid,CALLE DE SAN BERNABE 13,28005,913657600,74,Otros Centros con Internamiento,Privados,,Sin concierto,NO
1328000025,280954,HOSPITAL UNIVERSITARIO HM MADRID,Madrid,Madrid,Madrid,PLAZA DEL CONDE DEL VALLE DE SUCHIL 16,28015,914476600,84,Hospitales Generales,Privados,,Sin concierto,SI
1328000026,280894,HOSPITAL UNIVERSITARIO DE MOSTOLES,Madrid,Madrid,Móstoles,CALLE RIO JUCAR S/N,28935,916648600,328,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
1328000027,280246,HOSPITAL GENERAL UNIVERSITARIO GREGORIO MARAÑON,Madrid,Madrid,Madrid,CALLE DEL DOCTOR ESQUERDO 46,28007,915868000,1140,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1328000028,280133,HOSPITAL INFANTIL UNIVERSITARIO NIÑO JESUS,Madrid,Madrid,Madrid,AVENIDA DE MENENDEZ PELAYO 65,28009,915035900,170,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
1328000029,280416,FUNDACION INSTITUTO SAN JOSE,Madrid,Madrid,Madrid,CALLE DEL PINAR DE SAN JOSE 98,28054,915080140,305,Hospitales de media y larga estancia,Privados,,Concierto parcial,NO
1328000030,280565,HOSPITAL RUBER INTERNACIONAL,Madrid,Madrid,Madrid,CALLE DE LA MASO 38,28034,913875000,143,Hospitales Generales,Privados,,Concierto parcial,NO
1328000031,280014,HOSPITAL UNIVERSITARIO LA PAZ,Madrid,Madrid,Madrid,PASEO DE LA CASTELLANA 261,28046,917277000,966,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1328000032,280796,HOSPITAL ASEPEYO MADRID,Madrid,Madrid,Coslada,CALLE DE JOAQUIN DE CARDENAS 2,28823,916735011,133,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,SI
1328000033,280800,HOSPITAL ASOCIADO UNIVERSITARIO GUADARRAMA,Madrid,Madrid,Guadarrama,PASEO MOLINO DEL REY 2,28440,918562000,144,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1328000034,280745,HOSPITAL UNIVERSITARIO PRINCIPE DE ASTURIAS,Madrid,Madrid,Alcalá de Henares,CARRETERA DE MECO S/N,28805,918878100,507,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
1328000035,280936,HOSPITAL ASOCIADO UNIVERSITARIO VIRGEN DE LA POVEDA,Madrid,Madrid,Villa del Prado,CARRETERA M-952 (ACCESO AL HOSPITAL) KM. 5,28630,918608000,202,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000036,280262,HOSPITAL PSIQUIATRICO DOCTOR RODRIGUEZ LAFORA,Madrid,Madrid,Madrid,"CARRETERA DE COLMENAR VIEJO K.13,8",28049,915867500,334,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
1328000037,280777,COMPLEJO ASISTENCIAL BENITO MENNI,Madrid,Madrid,Ciempozuelos,CALLE DE LOS JARDINES 1,28350,918930150,344,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),NO
1328000039,280029,HOSPITAL UNIVERSITARIO RAMON Y CAJAL,Madrid,Madrid,Madrid,"CARRETERA DE COLMENAR VIEJO KM.9,1",28034,913368000,886,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
1328000040,280339,HOSPITAL SAN RAFAEL,Madrid,Madrid,Madrid,CALLE DE SERRANO 199,28016,915649943,184,Hospitales Generales,Privados,,Concierto parcial,NO
1328000041,280112,HOSPITAL UNIVERSITARIO SANTA CRISTINA,Madrid,Madrid,Madrid,CALLE DEL MAESTRO VIVES 2,28009,915574300,156,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
1328000042,280838,HOSPITAL UNIVERSITARIO SEVERO OCHOA,Madrid,Madrid,Leganés,AVENIDA ORELLANA S/N,28911,914818000,386,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
1328000043,280072,HOSPITAL UNIVERSITARIO CLINICO SAN CARLOS,Madrid,Madrid,Madrid,CALLE DEL PROFESOR MARTIN LAGOS S/N,28040,913303000,861,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
1328000044,280091,HOSPITAL VIRGEN DE LA TORRE,Madrid,Madrid,Madrid,CALLE DEL PUERTO DE LUMBRERAS 5,28031,913315814,91,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1328000046,280650,CLINICA LOPEZ IBOR,Madrid,Madrid,Madrid,CALLE DEL DOCTOR JUAN JOSE LOPEZ IBOR 2,28035,913162740,67,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
1328000048,280259,INSTITUTO PROVINCIAL DE REHABILITACION,Madrid,Madrid,Madrid,CALLE DE FRANCISCO SILVELA 40,28028,915868967,96,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1328000049,280843,HOSPITAL UNIVERSITARIO JOSE GERMAIN,Madrid,Madrid,Leganés,CALLE LUNA 1,28911,915856500,41,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),NO
1328000050,280409,CLINICA NUESTRA SEÑORA DE LA PAZ,Madrid,Madrid,Madrid,CALLE DE LOPEZ DE HOYOS 259,28043,914156000,99,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
1328000051,280395,CLINICA SAN MIGUEL,Madrid,Madrid,Madrid,CALLE DE ARTURO SORIA 204,28043,914135011,145,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,SI
1328000052,280679,"SANATORIO ESQUERDO, S.A.",Madrid,Madrid,Madrid,AVENIDA DE LOS POBLADOS 70,28044,917061100,130,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
1328000053,280587,HOSPITAL LA MILAGROSA S.A.,Madrid,Madrid,Madrid,CALLE DE MODESTO LAFUENTE 14,28010,914472100,142,Hospitales Generales,Privados,,Sin concierto,SI
1328000054,280647,CLINICA DR. LEON,Madrid,Madrid,Madrid,PLAZA DE MARIANO DE CAVIA 3,28007,914332948,96,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
1328000057,280323,SANATORIO NUESTRA SEÑORA DEL ROSARIO,Madrid,Madrid,Madrid,CALLE DEL PRINCIPE DE VERGARA 53,28006,914359100,99,Hospitales Generales,Privados,,Sin concierto,NO
1328000058,280442,HOSPITAL VIRGEN DEL MAR,Madrid,Madrid,Madrid,CALLE DE HONDURAS 14,28016,913539500,63,Hospitales Generales,Privados,,Sin concierto,SI
1328000059,280382,HOSPITAL SAN FRANCISCO DE ASIS,Madrid,Madrid,Madrid,CALLE DE JOAQUIN COSTA 28,28002,915630360,168,Hospitales Generales,Privados,,Sin concierto,NO
1328000060,280357,HOSPITAL QUIRONSALUD SAN JOSE,Madrid,Madrid,Madrid,CALLE DE CARTAGENA 111,28002,914153100,77,Hospitales Generales,Privados,,Concierto parcial,NO
1328000061,280455,HOSPITAL HESTIA MADRID,Madrid,Madrid,Madrid,CARRETERA DE COLMENAR VIEJO KM.16,28049,917340500,297,Hospitales de media y larga estancia,Privados,,Sin concierto,NO
1328000062,280989,HOSPITAL UNIVERSITARIO DE GETAFE,Madrid,Madrid,Getafe,"CARRETERA DE MADRID-TOLEDO KM.12,500",28905,916839360,543,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000063,281034,CLINICA ISADORA S.A.,Madrid,Madrid,Madrid,CALLE DE LOS PIRINEOS 7,28040,913111000,20,Otros Centros con Internamiento,Privados,,Sin concierto,NO
1328000064,281049,HOSPITAL HLA UNIVERSITARIO MONCLOA,Madrid,Madrid,Madrid,AVENIDA DE VALLADOLID 83,28008,915954500,235,Hospitales Generales,Privados,,Concierto parcial,SI
1328000065,281087,CLINICA CEMTRO,Madrid,Madrid,Madrid,AVENIDA DEL VENTISQUERO DE LA CONDESA 42,28035,917355757,94,Hospitales Generales,Privados,,Sin concierto,NO
1328000066,281071,HOSPITAL UNIVERSITARIO FUNDACION ALCORCON,Madrid,Madrid,Alcorcón,CALLE BUDAPEST 1,28922,916219400,401,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
1328000067,281090,HOSPITAL UNIVERSITARIO HM MONTEPRINCIPE,Madrid,Madrid,Boadilla del Monte,AVENIDA DE MONTEPRINCIPE 25,28660,917089900,151,Hospitales Generales,Privados,,Sin concierto,SI
1328000069,281113,HOSPITAL MD ANDERSON CANCER CENTER MADRID,Madrid,Madrid,Madrid,CALLE DE GOMEZ HEMANS 2,28033,913834980,76,Hospitales especializados,Privados,,Sin concierto,NO
1328000070,281124,HOSPITAL QUIRONSALUD SUR,Madrid,Madrid,Alcorcón,CALLE DE ESTAMBUL 30,28922,917810682,81,Hospitales Generales,Privados,,Sin concierto,SI
1328000071,281146,HOSPITAL UNIVERSITARIO DE FUENLABRADA,Madrid,Madrid,Fuenlabrada,CAMINO DEL MOLINO 2,28942,916006000,413,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000072,281157,HOSPITAL UNIVERSITARIO HM TORRELODONES,Madrid,Madrid,Torrelodones,AVENIDA CASTILLO DE OLIVARES S/N,28250,912675000,86,Hospitales Generales,Privados,,Sin concierto,SI
1328000073,281180,HOSPITAL LOS MADROÑOS,Madrid,Madrid,Brunete,"CARRETERA DE M-501 (DE ALCORCON A PLASENCIA) KM.17,900",28690,918163526,53,Hospitales Generales,Privados,,Sin concierto,NO
1328000074,281179,HOSPITAL UNIVERSITARIO LA MORALEJA,Madrid,Madrid,Madrid,AVENIDA DE FRANCISCO PI Y MARGALL 81,28050,913244805,121,Hospitales Generales,Privados,,Sin concierto,NO
1328000076,281203,HOSPITAL UNIVERSITARIO QUIRONSALUD MADRID,Madrid,Madrid,Pozuelo de Alarcón,CALLE DIEGO DE VELAZQUEZ 1,28223,917992380,278,Hospitales Generales,Privados,,Sin concierto,SI
1328000077,281247,HOSPITAL PARDO DE ARAVACA,Madrid,Madrid,Madrid,CALLE DE LA SALLE 12,28023,917402682,88,Hospitales Generales,Privados,,Concierto parcial,SI
1328000078,281225,HOSPITAL UNIVERSITARIO HM SANCHINARRO,Madrid,Madrid,Madrid,CALLE DE OÑA 10,28050,917567800,198,Hospitales Generales,Privados,,Sin concierto,SI
1328000079,281214,HOSPITAL CENTRO DE CUIDADOS LAGUNA,Madrid,Madrid,Madrid,CALLE DEL CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN 128,28047,914010708,36,Hospitales de media y larga estancia,Privados,,Concierto parcial,NO
1328000080,281236,HOSPITAL UNIVERSITARIO INFANTA ELENA,Madrid,Madrid,Valdemoro,AVENIDA REYES CATOLICOS 21,28342,918948410,186,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
